Kind,Name,File,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgCyclomaticStrictModified,AvgEssential,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,CyclomaticStrictModified,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxCyclomaticStrictModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumCyclomaticStrictModified,SumEssential,BaseFile,composite_key
Class,205424.SyncSession,human/205424.py,10.0,0.0,10.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,,,,,3.0,4.0,3.0,3.0,37.0,3.0,30.0,13.0,26.0,4.0,,,30.0,11.0,26.0,,,,,,4.0,4.0,4.0,4.0,3.0,0.0,3.0,0.13,8.0,8.0,9.0,9.0,5.0,205424.py,205424.SyncSession:::205424.py
Class,205480.Departure,human/205480.py,6.0,0.0,6.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,20.0,1.0,18.0,6.0,16.0,1.0,,,18.0,6.0,16.0,,,,,,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.06,4.0,4.0,5.0,5.0,1.0,205480.py,205480.Departure:::205480.py
Class,205484.Channel,human/205484.py,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,22.0,1.0,20.0,2.0,18.0,2.0,,,20.0,2.0,18.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.1,2.0,2.0,2.0,2.0,1.0,205484.py,205484.Channel:::205484.py
Class,205487.UpdatedString,human/205487.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,8.0,1.0,6.0,2.0,4.0,1.0,,,6.0,2.0,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,1.0,1.0,205487.py,205487.UpdatedString:::205487.py
Class,205548.OcrdToolCtx,human/205548.py,7.0,1.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,1.0,5.0,1.0,1.0,28.0,6.0,22.0,17.0,12.0,0.0,,,19.0,13.0,12.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,205548.py,205548.OcrdToolCtx:::205548.py
Abstract Class,205550.ClientSideOcrdMets,human/205550.py,7.0,0.0,6.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,6.0,0.0,0.0,,,,,16.0,5.0,16.0,16.0,140.0,16.0,106.0,34.0,83.0,18.0,,,88.0,28.0,71.0,,,,,,6.0,6.0,7.0,7.0,4.0,0.0,2.0,0.17,41.0,41.0,42.0,42.0,23.0,205550.py,205550.ClientSideOcrdMets:::205550.py
Class,205551.MpxReq,human/205551.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,12.0,12.0,59.0,14.0,40.0,28.0,15.0,5.0,,,28.0,16.0,15.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.13,12.0,12.0,12.0,12.0,12.0,205551.py,205551.MpxReq:::205551.py
Class,205559.DummyExecutor,human/205559.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,14.0,3.0,7.0,4.0,3.0,4.0,,,7.0,4.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.57,3.0,3.0,3.0,3.0,3.0,205559.py,205559.DummyExecutor:::205559.py
Class,205569.Resolver,human/205569.py,50.0,3.0,32.0,15.0,10.0,10.0,14.0,14.0,6.0,0.0,5.0,0.0,0.0,,,,,4.0,0.0,4.0,4.0,206.0,15.0,130.0,25.0,125.0,61.0,,,119.0,24.0,114.0,,,,,,15.0,15.0,22.0,22.0,11.0,0.0,4.0,0.47,41.0,41.0,56.0,56.0,23.0,205569.py,205569.Resolver:::205569.py
Class,205570.OcrdResourceManager,human/205570.py,15.0,0.0,14.0,1.0,5.0,5.0,6.0,6.0,2.0,0.0,7.0,0.0,0.0,,,,,14.0,6.0,19.0,19.0,316.0,19.0,279.0,96.0,250.0,18.0,,,254.0,77.0,234.0,,,,,,16.0,16.0,18.0,18.0,11.0,0.0,5.0,0.06,100.0,100.0,107.0,107.0,46.0,205570.py,205570.OcrdResourceManager:::205570.py
Class,205571.ProcessorTask,human/205571.py,10.0,0.0,10.0,0.0,4.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,,,,,4.0,5.0,5.0,5.0,60.0,5.0,55.0,22.0,47.0,0.0,,,49.0,20.0,43.0,,,,,,8.0,8.0,8.0,8.0,6.0,0.0,3.0,0.0,18.0,18.0,19.0,19.0,14.0,205571.py,205571.ProcessorTask:::205571.py
Class,205572.Workspace,human/205572.py,37.0,3.0,22.0,12.0,7.0,7.0,9.0,9.0,3.0,0.0,11.0,0.0,0.0,,,,,19.0,7.0,19.0,19.0,761.0,71.0,427.0,123.0,398.0,263.0,,,406.0,112.0,385.0,,,,,,24.0,24.0,39.0,39.0,8.0,0.0,5.0,0.62,144.0,144.0,182.0,182.0,57.0,205572.py,205572.Workspace:::205572.py
Class,205574.WorkspaceBackupManager,human/205574.py,12.0,0.0,10.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,,,,,5.0,2.0,5.0,5.0,71.0,5.0,51.0,26.0,45.0,15.0,,,49.0,25.0,43.0,,,,,,3.0,3.0,4.0,4.0,3.0,0.0,2.0,0.29,10.0,10.0,12.0,12.0,7.0,205574.py,205574.WorkspaceBackupManager:::205574.py
Class,205575.WorkspaceBagger,human/205575.py,21.0,1.0,16.0,4.0,5.0,5.0,5.0,5.0,2.0,0.0,4.0,0.0,0.0,,,,,9.0,2.0,9.0,9.0,204.0,16.0,147.0,55.0,137.0,41.0,,,143.0,52.0,133.0,,,,,,12.0,12.0,14.0,14.0,7.0,0.0,4.0,0.28,42.0,42.0,45.0,45.0,18.0,205575.py,205575.WorkspaceBagger:::205575.py
Class,205577.ClientSideOcrdAgent,human/205577.py,11.0,0.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,6.0,2.0,2.0,29.0,2.0,11.0,10.0,8.0,16.0,,,11.0,10.0,8.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.45,3.0,3.0,3.0,3.0,2.0,205577.py,205577.ClientSideOcrdAgent:::205577.py
Class,205578.OcrdAgent,human/205578.py,8.0,0.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,14.0,1.0,14.0,14.0,140.0,14.0,74.0,37.0,47.0,52.0,,,62.0,25.0,47.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,3.0,0.7,29.0,29.0,29.0,29.0,14.0,205578.py,205578.OcrdAgent:::205578.py
Class,205579.OcrdExif,human/205579.py,17.0,0.0,15.0,2.0,5.0,5.0,6.0,6.0,1.0,0.0,2.0,0.0,0.0,,,,,4.0,8.0,4.0,4.0,90.0,6.0,61.0,19.0,56.0,23.0,,,53.0,18.0,48.0,,,,,,8.0,8.0,10.0,10.0,1.0,0.0,2.0,0.38,20.0,20.0,23.0,23.0,4.0,205579.py,205579.OcrdExif:::205579.py
Class,205580.ClientSideOcrdFile,human/205580.py,12.0,0.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,7.0,2.0,2.0,31.0,2.0,12.0,11.0,9.0,17.0,,,12.0,11.0,9.0,,,,,,2.0,2.0,3.0,3.0,1.0,0.0,0.0,1.42,3.0,3.0,4.0,4.0,2.0,205580.py,205580.ClientSideOcrdFile:::205580.py
Class,205581.OcrdFile,human/205581.py,9.0,0.0,6.0,3.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,,,,,18.0,2.0,18.0,18.0,198.0,18.0,118.0,45.0,84.0,62.0,,,102.0,30.0,83.0,,,,,,5.0,5.0,5.0,5.0,3.0,0.0,2.0,0.53,43.0,43.0,45.0,45.0,22.0,205581.py,205581.OcrdFile:::205581.py
Class,205583.OcrdPage,human/205583.py,9.0,0.0,9.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,,,,,2.0,7.0,2.0,2.0,26.0,2.0,18.0,12.0,15.0,6.0,,,17.0,12.0,14.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.33,5.0,5.0,5.0,5.0,2.0,205583.py,205583.OcrdPage:::205583.py
Class,205620.MixedContainer,human/205620.py,7.0,0.0,7.0,0.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,10.0,4.0,10.0,10.0,98.0,10.0,88.0,30.0,77.0,0.0,,,71.0,30.0,60.0,,,,,,7.0,7.0,8.0,8.0,1.0,0.0,4.0,0.0,31.0,31.0,35.0,35.0,10.0,205620.py,205620.MixedContainer:::205620.py
Class,205680.ProcessingWorker,human/205680.py,16.0,0.0,16.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,8.0,0.0,0.0,,,,,8.0,7.0,8.0,8.0,136.0,8.0,128.0,54.0,119.0,0.0,,,127.0,51.0,118.0,,,,,,12.0,12.0,14.0,14.0,3.0,0.0,1.0,0.0,30.0,30.0,32.0,32.0,12.0,205680.py,205680.ProcessingWorker:::205680.py
Class,205689.Deployer,human/205689.py,11.0,0.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,6.0,0.0,0.0,,,,,12.0,8.0,12.0,12.0,146.0,14.0,114.0,40.0,101.0,18.0,,,112.0,40.0,99.0,,,,,,19.0,19.0,23.0,23.0,8.0,0.0,4.0,0.16,36.0,36.0,40.0,40.0,19.0,205689.py,205689.Deployer:::205689.py
Class,205697.CacheLockedPages,human/205697.py,11.0,0.0,11.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,3.0,0.0,0.0,,,,,5.0,3.0,5.0,5.0,60.0,5.0,55.0,14.0,49.0,0.0,,,53.0,14.0,47.0,,,,,,6.0,6.0,6.0,6.0,6.0,0.0,3.0,0.0,19.0,19.0,19.0,19.0,10.0,205697.py,205697.CacheLockedPages:::205697.py
Class,205698.CacheProcessingRequests,human/205698.py,9.0,0.0,8.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,5.0,0.0,0.0,,,,,11.0,3.0,12.0,12.0,119.0,12.0,103.0,34.0,86.0,4.0,,,99.0,30.0,86.0,,,,,,7.0,7.0,7.0,7.0,7.0,0.0,3.0,0.04,32.0,32.0,32.0,32.0,28.0,205698.py,205698.CacheProcessingRequests:::205698.py
Abstract Class,205699.MetsServerProxy,human/205699.py,24.0,2.0,19.0,4.0,6.0,6.0,6.0,6.0,6.0,0.0,3.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,51.0,5.0,38.0,14.0,35.0,8.0,,,31.0,14.0,28.0,,,,,,10.0,10.0,11.0,11.0,10.0,0.0,1.0,0.21,11.0,11.0,12.0,12.0,11.0,205699.py,205699.MetsServerProxy:::205699.py
Class,205701.OcrdEnvConfig,human/205701.py,6.0,0.0,6.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,,,,,8.0,1.0,8.0,8.0,54.0,8.0,46.0,16.0,37.0,0.0,,,45.0,15.0,36.0,,,,,,6.0,6.0,6.0,6.0,5.0,0.0,3.0,0.0,20.0,20.0,20.0,20.0,12.0,205701.py,205701.OcrdEnvConfig:::205701.py
Class,205709.AssociationSetFactory,human/205709.py,15.0,1.0,9.0,5.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,9.0,0.0,9.0,9.0,146.0,16.0,84.0,43.0,73.0,46.0,,,82.0,43.0,71.0,,,,,,6.0,6.0,7.0,7.0,1.0,0.0,2.0,0.55,21.0,21.0,22.0,22.0,9.0,205709.py,205709.AssociationSetFactory:::205709.py
Class,205719.AssociationSetMetadata,human/205719.py,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,1.0,1.0,8.0,1.0,4.0,4.0,2.0,3.0,,,4.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,205719.py,205719.AssociationSetMetadata:::205719.py
Class,205720.NamedEntity,human/205720.py,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,1.0,1.0,9.0,1.0,5.0,5.0,3.0,3.0,,,5.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,205720.py,205720.NamedEntity:::205720.py
Class,205722.CompactGraph,human/205722.py,18.0,0.0,18.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,,,,,3.0,5.0,3.0,3.0,58.0,3.0,55.0,27.0,51.0,2.0,,,55.0,27.0,51.0,,,,,,11.0,11.0,11.0,11.0,1.0,0.0,3.0,0.04,16.0,16.0,16.0,16.0,3.0,205722.py,205722.CompactGraph:::205722.py
Class,205723.Category,human/205723.py,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,1.0,1.0,8.0,1.0,4.0,4.0,2.0,3.0,,,4.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,205723.py,205723.Category:::205723.py
Class,205725.Config,human/205725.py,12.0,1.0,8.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,5.0,15.0,5.0,5.0,69.0,10.0,41.0,24.0,35.0,18.0,,,40.0,24.0,34.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.44,11.0,11.0,11.0,11.0,5.0,205725.py,205725.Config:::205725.py
Class,205727.Endpoint,human/205727.py,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,1.0,1.0,8.0,1.0,4.0,4.0,2.0,3.0,,,4.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,205727.py,205727.Endpoint:::205727.py
Class,205729.OntologyConfig,human/205729.py,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,1.0,1.0,9.0,1.0,5.0,5.0,3.0,3.0,,,5.0,5.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,1.0,1.0,205729.py,205729.OntologyConfig:::205729.py
Class,205732.EcoMap,human/205732.py,13.0,1.0,9.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,,,,,7.0,2.0,7.0,7.0,109.0,13.0,64.0,26.0,56.0,34.0,,,63.0,26.0,55.0,,,,,,5.0,5.0,5.0,5.0,4.0,0.0,3.0,0.53,24.0,24.0,24.0,24.0,18.0,205732.py,205732.EcoMap:::205732.py
Class,205743.AssocParserConfig,human/205743.py,16.0,0.0,16.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0,,,,,4.0,27.0,4.0,4.0,74.0,6.0,63.0,38.0,58.0,5.0,,,59.0,38.0,54.0,,,,,,7.0,7.0,7.0,7.0,1.0,0.0,3.0,0.08,17.0,17.0,18.0,18.0,4.0,205743.py,205743.AssocParserConfig:::205743.py
Class,205748.RuleSet,human/205748.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,,,,,2.0,0.0,2.0,2.0,27.0,5.0,12.0,4.0,9.0,10.0,,,11.0,4.0,8.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.83,4.0,4.0,4.0,4.0,2.0,205748.py,205748.RuleSet:::205748.py
Class,205771.GraphRendererConfig,human/205771.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,1.0,1.0,10.0,1.0,6.0,4.0,4.0,3.0,,,6.0,4.0,4.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.5,2.0,2.0,2.0,2.0,1.0,205771.py,205771.GraphRendererConfig:::205771.py
Class,205811.LexicalMapEngine,human/205811.py,18.0,0.0,15.0,2.0,5.0,5.0,6.0,6.0,1.0,0.0,3.0,0.0,0.0,,,,,35.0,10.0,35.0,35.0,659.0,50.0,529.0,220.0,493.0,82.0,,,510.0,219.0,474.0,,,,,,25.0,25.0,33.0,33.0,4.0,0.0,5.0,0.16,180.0,180.0,206.0,206.0,51.0,205811.py,205811.LexicalMapEngine:::205811.py
Class,205821.ConjunctiveSet,human/205821.py,9.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,,,,,3.0,0.0,5.0,5.0,62.0,12.0,23.0,13.0,15.0,27.0,,,21.0,11.0,15.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,3.0,1.17,8.0,8.0,8.0,8.0,8.0,205821.py,205821.ConjunctiveSet:::205821.py
Class,205822.Curie,human/205822.py,6.0,0.0,6.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,,,,,2.0,0.0,3.0,3.0,30.0,4.0,21.0,7.0,16.0,5.0,,,20.0,6.0,16.0,,,,,,5.0,5.0,7.0,7.0,5.0,0.0,1.0,0.24,7.0,7.0,9.0,9.0,7.0,205822.py,205822.Curie:::205822.py
Class,205824.Evidence,human/205824.py,8.0,0.0,8.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,,,,,3.0,1.0,3.0,3.0,30.0,3.0,27.0,14.0,23.0,0.0,,,27.0,13.0,23.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,10.0,10.0,10.0,10.0,3.0,205824.py,205824.Evidence:::205824.py
Class,205825.ExtensionUnit,human/205825.py,10.0,0.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,,,,,4.0,0.0,6.0,6.0,78.0,8.0,44.0,20.0,35.0,26.0,,,40.0,18.0,33.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,2.0,0.59,14.0,14.0,14.0,14.0,12.0,205825.py,205825.ExtensionUnit:::205825.py
Class,205826.GoAssociation,human/205826.py,14.0,0.0,11.0,3.0,5.0,5.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,,,,,6.0,0.0,6.0,6.0,114.0,9.0,82.0,34.0,75.0,23.0,,,82.0,34.0,75.0,,,,,,6.0,6.0,7.0,7.0,1.0,0.0,2.0,0.28,27.0,27.0,28.0,28.0,6.0,205826.py,205826.GoAssociation:::205826.py
Class,205828.Subject,human/205828.py,13.0,0.0,11.0,2.0,5.0,5.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,49.0,2.0,34.0,5.0,31.0,13.0,,,32.0,5.0,29.0,,,,,,8.0,8.0,8.0,8.0,1.0,0.0,2.0,0.38,10.0,10.0,10.0,10.0,2.0,205828.py,205828.Subject:::205828.py
Class,205829.Term,human/205829.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,2.0,3.0,,,3.0,1.0,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,205829.py,205829.Term:::205829.py
Class,205830.BBOPGraph,human/205830.py,5.0,0.0,5.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,12.0,2.0,12.0,12.0,77.0,12.0,61.0,28.0,48.0,4.0,,,61.0,28.0,48.0,,,,,,5.0,5.0,6.0,6.0,1.0,0.0,3.0,0.07,30.0,30.0,33.0,33.0,12.0,205830.py,205830.BBOPGraph:::205830.py
Class,205840.AssociationCollection,human/205840.py,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,9.0,1.0,8.0,3.0,5.0,0.0,,,7.0,2.0,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,205840.py,205840.AssociationCollection:::205840.py
Class,205841.BioEntities,human/205841.py,12.0,0.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,,,,,2.0,0.0,3.0,3.0,43.0,3.0,31.0,15.0,26.0,9.0,,,29.0,12.0,25.0,,,,,,5.0,5.0,5.0,5.0,4.0,0.0,4.0,0.29,10.0,10.0,10.0,10.0,6.0,205841.py,205841.BioEntities:::205841.py
Class,205859.EntityAnnotationResults,human/205859.py,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,1.0,1.0,10.0,1.0,6.0,5.0,4.0,3.0,,,6.0,5.0,4.0,,,,,,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.5,2.0,2.0,2.0,2.0,1.0,205859.py,205859.EntityAnnotationResults:::205859.py
Class,205861.Span,human/205861.py,6.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,1.0,4.0,1.0,1.0,11.0,1.0,7.0,6.0,5.0,3.0,,,7.0,6.0,5.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.43,1.0,1.0,1.0,1.0,1.0,205861.py,205861.Span:::205861.py
Class,205862.Token,human/205862.py,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,7.0,0.0,4.0,3.0,3.0,3.0,,,4.0,3.0,3.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,205862.py,205862.Token:::205862.py
Class,205882.CollapsedAssociation,human/205882.py,3.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,8.0,7.0,8.0,8.0,33.0,8.0,25.0,16.0,16.0,0.0,,,25.0,16.0,16.0,,,,,,2.0,2.0,7.0,7.0,1.0,0.0,1.0,0.0,9.0,9.0,14.0,14.0,8.0,205882.py,205882.CollapsedAssociation:::205882.py
Class,205884.CollapsedAssociationSet,human/205884.py,10.0,0.0,10.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,,,,,6.0,4.0,6.0,6.0,66.0,6.0,60.0,32.0,53.0,0.0,,,56.0,32.0,49.0,,,,,,8.0,8.0,10.0,10.0,4.0,0.0,5.0,0.0,18.0,18.0,20.0,20.0,11.0,205884.py,205884.CollapsedAssociationSet:::205884.py
Class,205885.GoAssocWithFrom,human/205885.py,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,4.0,4.0,24.0,4.0,14.0,7.0,9.0,6.0,,,14.0,7.0,9.0,,,,,,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.43,6.0,6.0,6.0,6.0,4.0,205885.py,205885.GoAssocWithFrom:::205885.py
Class,205890.AssocFilter,human/205890.py,13.0,0.0,13.0,0.0,7.0,7.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,2.0,2.0,28.0,2.0,26.0,12.0,23.0,0.0,,,26.0,12.0,23.0,,,,,,13.0,13.0,15.0,15.0,10.0,0.0,4.0,0.0,14.0,14.0,16.0,16.0,11.0,205890.py,205890.AssocFilter:::205890.py
Class,205895.AssocExtractor,human/205895.py,9.0,0.0,9.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,,,,2.0,3.0,4.0,4.0,44.0,4.0,40.0,24.0,33.0,0.0,,,37.0,19.0,32.0,,,,,,4.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,11.0,11.0,11.0,11.0,4.0,205895.py,205895.AssocExtractor:::205895.py
Class,205901.GoCamEvidence,human/205901.py,7.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,11.0,8.0,8.0,74.0,8.0,66.0,45.0,50.0,0.0,,,59.0,38.0,50.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,2.0,0.0,15.0,15.0,15.0,15.0,8.0,205901.py,205901.GoCamEvidence:::205901.py
Class,205903.ReferencePreference,human/205903.py,6.0,0.0,6.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,10.0,1.0,9.0,6.0,6.0,0.0,,,8.0,5.0,6.0,,,,,,4.0,4.0,4.0,4.0,4.0,0.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,205903.py,205903.ReferencePreference:::205903.py
Class,205904.RdflibSparqlWrapper,human/205904.py,7.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,6.0,0.0,6.0,6.0,47.0,6.0,41.0,26.0,34.0,0.0,,,40.0,26.0,33.0,,,,,,6.0,6.0,6.0,6.0,1.0,0.0,3.0,0.0,11.0,11.0,11.0,11.0,6.0,205904.py,205904.RdflibSparqlWrapper:::205904.py
Class,205907.TriplePair,human/205907.py,5.0,0.0,5.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,3.0,3.0,19.0,3.0,16.0,10.0,12.0,0.0,,,16.0,10.0,12.0,,,,,,3.0,3.0,4.0,4.0,3.0,0.0,2.0,0.0,7.0,7.0,8.0,8.0,7.0,205907.py,205907.TriplePair:::205907.py
Class,205910.TriplePatternFinder,human/205910.py,23.0,0.0,23.0,0.0,9.0,9.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,,,,,3.0,0.0,3.0,3.0,73.0,3.0,70.0,26.0,66.0,0.0,,,64.0,26.0,60.0,,,,,,17.0,17.0,19.0,19.0,5.0,0.0,7.0,0.0,26.0,26.0,29.0,29.0,10.0,205910.py,205910.TriplePatternFinder:::205910.py
Class,205912.ShexHelper,human/205912.py,15.0,0.0,15.0,0.0,6.0,6.0,6.0,6.0,3.0,0.0,1.0,0.0,0.0,,,,,4.0,1.0,4.0,4.0,65.0,4.0,61.0,27.0,56.0,0.0,,,56.0,27.0,51.0,,,,,,10.0,10.0,11.0,11.0,5.0,0.0,7.0,0.0,22.0,22.0,23.0,23.0,11.0,205912.py,205912.ShexHelper:::205912.py
